   0.00000000       0.00000000    
   9.57821953E-07   2.87362525E-07
   1.85730823E-06  -1.49586583E-07
   2.43907789E-06   6.63767082E-07
   2.37894324E-06   1.66195741E-06
   3.33935895E-06   1.38338680E-06
   2.40109239E-06   1.72930015E-06
   1.93234291E-06   2.61263131E-06
   1.02072875E-06   3.02367835E-06
   5.05168600E-08   2.78142033E-06
  -9.35997036E-07   2.94509800E-06
   4.78761422E-08   3.12396560E-06
   8.97848281E-07   3.65079336E-06
   1.21972801E-06   4.59757393E-06
   1.89311697E-06   3.85828571E-06
   1.14397301E-06   3.19587843E-06
   7.23377525E-07   2.28863018E-06
   1.44725232E-06   2.97856150E-06
   7.86752651E-07   3.72938780E-06
   7.42199404E-08   3.02774879E-06
  -7.28778161E-07   2.43176737E-06
  -3.72299979E-07   3.36607104E-06
  -1.27602004E-06   3.79419498E-06
  -9.18663886E-07   2.86022669E-06
  -1.86017473E-06   2.52324435E-06
  -2.85028591E-06   2.66352868E-06
  -1.92325615E-06   3.03851630E-06
  -2.89099353E-06   3.29047771E-06
  -2.38723283E-06   4.15432078E-06
  -3.34742754E-06   4.43365298E-06
  -2.34752679E-06   4.41957354E-06
  -1.76111314E-06   3.60956165E-06
  -2.03292734E-06   4.57191163E-06
  -1.78999926E-06   3.60186732E-06
  -2.75478214E-06   3.33882008E-06
  -1.75884213E-06   3.42883936E-06
  -2.62648791E-06   2.93165658E-06
  -3.37955112E-06   2.27370833E-06
  -2.38943790E-06   2.13343787E-06
  -1.76478636E-06   2.91434139E-06
  -1.37801305E-06   1.99216652E-06
  -2.09106793E-06   1.29105842E-06
  -1.31352522E-06   6.62228217E-07
  -5.61444665E-07   1.32129935E-06
  -1.27344236E-07   4.20434844E-07
   5.62169760E-08  -5.62573405E-07
   1.01411729E-06  -2.75472416E-07
   3.44922626E-07   4.67614768E-07
   2.22096588E-07  -5.24813458E-07
   1.04736716E-06  -1.08955101E-06
   1.46945672E-06  -1.82996871E-07
   1.09378027E-06  -1.10974770E-06
   1.78352980E-06  -3.85699764E-07
   2.35868947E-06  -1.20374102E-06
   2.80998051E-06  -3.11364261E-07
   3.05949675E-06  -1.27973487E-06
   3.03119600E-06  -2.80135396E-07
   2.54049792E-06   5.91194294E-07
   2.74263402E-06   1.57055172E-06
   3.32826403E-06   2.38113034E-06
   4.19340768E-06   2.88265437E-06
   4.28645353E-06   1.88699255E-06
   3.40964380E-06   1.40615498E-06
   4.37194331E-06   1.67814756E-06
   5.13097893E-06   1.02709862E-06
   5.62454306E-06   1.89680804E-06
   6.24219410E-06   1.11035570E-06
   6.80051744E-06   2.80732252E-07
   7.67228266E-06  -2.09191512E-07
   7.13923328E-06   6.36892537E-07
   8.13836505E-06   6.78548133E-07
   7.85994962E-06   1.63900881E-06
   8.55078633E-06   9.15997759E-07
   9.16596764E-06   1.70438329E-06
   9.51575475E-06   7.67554184E-07
   8.73274530E-06   1.45544334E-07
   8.39722998E-06   1.08757922E-06
   8.94201457E-06   2.49003278E-07
   9.68077347E-06   9.22973413E-07
   9.78908975E-06  -7.11430630E-08
   9.78310891E-06   9.28839086E-07
   9.37836558E-06   1.84326927E-06
   1.03538669E-05   1.62327672E-06
   9.46223827E-06   1.17050956E-06
   8.97599966E-06   2.96683254E-07
   9.87306066E-06  -1.45223794E-07
   9.32846979E-06   6.93478171E-07
   1.00081807E-05  -4.00023623E-08
   9.60748912E-06  -9.56215445E-07
   9.35795197E-06  -1.92458083E-06
   1.00070729E-05  -1.16389572E-06
   1.07028081E-05  -4.45597152E-07
   1.03104740E-05   4.74225772E-07
   9.49655168E-06  -1.06748246E-07
   9.56912572E-06   8.90614785E-07
   1.05620793E-05   7.72109217E-07
   9.94612401E-06   1.55989051E-06
   1.06994685E-05   9.02264560E-07
   1.16994679E-05   9.01498481E-07
   1.11098580E-05   9.38102289E-08
   1.05702975E-05   9.35756930E-07
   1.10580941E-05   6.27996428E-08
   1.01326859E-05  -3.16172020E-07
   1.06666803E-05  -1.16166007E-06
   1.14430786E-05  -1.79190215E-06
   1.21553694E-05  -2.49378672E-06
   1.26611421E-05  -1.63111986E-06
   1.34489555E-05  -2.24703376E-06
   1.42373847E-05  -1.63190816E-06
   1.51248123E-05  -2.09285599E-06
   1.60802028E-05  -2.38820394E-06
   1.64025842E-05  -3.33481353E-06
   1.57819632E-05  -2.55070313E-06
   1.49926100E-05  -1.93676374E-06
   1.51432905E-05  -9.48181309E-07
   1.49718007E-05   3.70044972E-08
   1.42320614E-05   7.09898472E-07
   1.40582761E-05  -2.74885110E-07
   1.30605931E-05  -3.42922789E-07
   1.33102703E-05  -1.31125205E-06
   1.41277733E-05  -7.35327205E-07
   1.31322013E-05  -6.41324107E-07
   1.36609542E-05  -1.49009975E-06
   1.27084077E-05  -1.18570642E-06
   1.23094105E-05  -2.68754377E-07
   1.20519662E-05   6.97538837E-07
   1.20654358E-05  -3.02370438E-07
   1.28302408E-05   3.41891393E-07
   1.23872924E-05  -5.54655855E-07
   1.26797640E-05   4.01618365E-07
   1.19685410E-05  -3.01347598E-07
   1.17781728E-05  -1.28306033E-06
   1.27780913E-05  -1.29581997E-06
   1.22875099E-05  -4.24424684E-07
   1.18117250E-05   4.55137069E-07
   1.09424618E-05   9.49486434E-07
   1.10125366E-05  -4.80553126E-08
   1.15278199E-05  -9.05075069E-07
   1.22647089E-05  -2.29061015E-07
   1.13197666E-05  -5.56298744E-07
   1.03199764E-05  -5.76785681E-07
   9.35901699E-06  -3.00096787E-07
   1.03076736E-05   1.62106062E-08
