  -3.7680726427335478                1
  -3.5400559326284937                2
  -3.3165613783668091                3
  -3.0987073984494429                4
  -2.8881563928757119                5
  -2.6871096351307773                6
  -2.4982140057848357                7
  -2.3243341808698443                8
  -2.1681800863327356                9
  -2.0318432002965210               10
  -1.9163755203413739               11
  -1.8215659081378872               12
  -1.7460040771162120               13
  -1.6873954806997538               14
  -1.6429934321662087               15
  -1.6100041015090227               16
  -1.5858724448331696               17
  -1.5684312566572280               18
  -1.5559393851562773               19
  -1.5470520676919728               20
  -1.5407598580032809               21
  -1.5363206118678097               22
  -1.5331964960697138               23
  -1.5310018129671128               24
  -1.5294620274370587               25
  -1.5283825833685194               26
  -1.5276263799698466               27
  -1.5270968940873328               28
  -1.5267261875546658               29
  -1.5264668104758419               30
  -1.5262852746806874               31
  -1.5261582432414407               32
  -1.5260693347223095               33
  -1.5260070944318851               34
  -1.5259635785759085               35
  -1.5259331274722576               36
  -1.5259118674442254               37
  -1.5258969215703817               38
  -1.5258865207889711               39
  -1.5258792653166957               40
  -1.5258741630662673               41
  -1.5258705834467432               42
  -1.5258680919522538               43
  -1.5258663502196359               44
  -1.5258651659857210               45
